title
"Number of Jobs Ended: by User Institution"
parameters

start,end
2015-03-01,2015-03-31
---------
"User Institution","Number of Jobs Ended","Number of Jobs via Gateway","Number of Jobs Running","Number of Jobs Started","Number of Jobs Submitted","Number of Users: Active","Number of PIs: Active","Number of Allocations: Active","Number of Institutions: Active","XD SUs Charged: Total","NUs Charged: Total","CPU Hours: Total","Node Hours: Total","Wait Hours: Total","Wall Hours: Total","XD SUs Charged: Per Job","Std Err of XD SUs Charged: Per Job","NUs Charged: Per Job","Std Err of NUs Charged: Per Job","CPU Hours: Per Job","Std Err of CPU Hours: Per Job","Node Hours: Per Job","Std Err of Node Hours: Per Job","Wait Hours: Per Job","Std Err of Wait Hours: Per Job","Wall Hours: Per Job","Std Err of Wall Hours: Per Job","Job Size: Per Job (Core Count)","Std Err of Job Size: Per Job (Core Count)","Job Size: Min (Core Count)","Job Size: Max (Core Count)","XSEDE Utilization (%)","User Expansion Factor","Job Size: Normalized (% of Total Cores)","Job Size: Weighted By XD SUs (Core Count)","Number of Resources: Active","Allocation Usage Rate (XD SU/Hour)"
"Wadsworth Ctr - Wadsworth Center, New York State Department of Health",52,0,83,56,31,1,1,1,1,437431,9438011.256,95114.3242,5944.6452,1074.5176,663.0960,8412.1346,722.5280451795313,181500.2164615,15589.265102793568,1829.12161923,157.10571766680965,114.32010000,9.819107354175626,19.18781429,2.541010471641424,12.75184615,1.0812709572723176,134,6.8372057740783685,16,256,0.138903966%,2.3136,0.13086,143.8455,1,588.7362
"Fisk U - Fisk University",51,0,51,51,51,1,1,1,1,52,1121.952,11.1067,0.6942,0.1683,0.6942,1.0196,0.27866909085104274,21.9990588,6.012564304202098,0.21777843,0.06090911045544521,0.01361176,0.0038068194034653257,0.00330000,0.0005858423377172235,0.01361176,0.0038068194034653257,16,0,16,16,0.000016220%,1.2425,0.01563,16.0000,1,0.0700
"RIT - Rochester Institute of Technology",51,0,63,50,49,1,2,2,1,103078,2224010.928,20896.1465,1306.0090,37.1989,279.1933,2021.1373,287.6664405315857,43608.0574118,6206.691120909493,409.72836275,58.33607857750691,25.60801961,3.6460049110941863,0.74397800,0.19581002058874045,5.47437843,0.7583461402647708,68,2.3485284784185554,16,80,0.223788176%,1.1284,0.45993,75.7894,1,138.7322
"U Rochester - University of Rochester",51,0,54,51,47,4,3,3,1,368609,7953107.784,80108.4532,5006.7785,120.0264,83.5321,7227.6275,3141.4058406044055,155943.2898824,67778.97241688066,1570.75398431,683.09846089773,98.17212745,42.693653806108124,2.35345882,1.023297852624848,1.63788431,0.6639337513429538,117,41.905737013504236,16,1024,0.102950825%,2.3983,0.09984,1022.1756,2,496.1090
"Procter & Gamble - Procter & Gamble Co",50,0,50,50,15,1,1,1,1,22933,494802.408,4986.5423,311.6590,967.4648,32.8294,458.6600,131.27253925010208,9896.0481600,2832.3363068602025,99.73084600,28.54371627970604,6.23318000,1.7839822674816275,19.34929600,2.033772887708555,0.65658800,0.15683580390072027,84,10.790787181665664,16,176,0.007282294%,23.3397,0.08203,173.4255,1,30.8654
"U Alabama, Birmingham - University of Alabama, Birmingham",50,0,51,50,40,3,3,3,1,8068,174075.168,1810.9912,199.0451,245.8050,44.3284,161.3600,45.19223767600999,3481.5033600,975.0677200975915,36.21982400,9.831707526381475,3.98090200,1.4774297599775372,4.91610000,1.2839017942031332,0.88656800,0.3964870179782797,102,23.791133810728734,16,1024,0.002532210%,42.2073,0.09578,130.3322,2,10.8587
"U New Hampshire - University of New Hampshire",50,0,61,50,36,3,3,3,1,1494555,32246518.680,320957.9599,20059.8725,365.3688,332.6672,29891.1000,9529.928605657793,644930.3736000,205617.73959567255,6419.15919800,2020.4350843774262,401.19745000,126.27719277358914,7.30737600,1.7351226293000905,6.65334400,1.1006603519279563,640,111.02017114020316,16,4016,0.468723654%,2.2962,0.62500,2129.4432,1,2011.5141
"Michigan Tech - Michigan Technological University",49,0,49,49,49,2,2,2,1,1725,37218.600,375.1332,23.4460,0.2723,16.9647,35.2041,4.074517432143635,759.5632653,87.91178811593106,7.65577959,0.8858465039426465,0.47848980,0.055365406496421514,0.00555714,0.0017125999521966308,0.34621837,0.04512252927185113,23,1.1311352213283838,16,32,0.000547841%,1.0123,0.02246,24.8487,1,2.3217
"U Montpellier 2 - Montpellier 2 University",48,0,51,49,33,1,1,1,1,13567,292721.592,2735.8356,170.9898,439.9018,47.1055,282.6458,128.29549191872943,6098.3665000,2768.103533638506,56.99657500,27.58006377071491,3.56228750,1.7237539856696895,8.97758776,1.5547333353570563,0.98136458,0.4141288621563396,33,4.593675201051906,16,128,0.003995386%,7.7168,0.03223,73.2354,1,18.2598
"Virginia Tech - Virginia Polytechnic Institute and State University",48,0,60,48,47,3,2,2,1,96258,2076862.608,41845.6535,1307.9695,36.2159,216.4089,2005.3750,347.9063182989541,43267.9710000,7506.426723618234,871.78444792,151.28588665665654,27.24936458,4.726958175367216,0.75449792,0.35057480397165014,4.50851875,0.7527872379015741,157,16.010765410112565,9,640,0.776012134%,1.1707,1.51427,210.9080,1,129.5532
"NE Missouri State U - Northeast Missouri State University",46,0,51,46,40,1,1,1,1,13809,297942.984,3002.2002,187.6373,162.6331,95.1316,300.1957,98.80954770407712,6477.0213913,2131.914801263168,65.26522174,21.48560629351187,4.07907174,1.3428503933445,3.53550217,1.5446266560092519,2.06807826,0.6710857373695212,29,0.9730484958321589,16,32,0.004384382%,2.3078,0.02832,31.7775,1,18.5855
"CUNY - City University of New York",45,0,72,46,0,1,1,1,1,222792,4806960.192,48122.8980,3007.6813,1563.5990,710.1395,4950.9333,93.2117873806727,106821.3376000,2011.1375245253944,1069.39773333,23.878188573689673,66.83736222,1.4923867858558457,33.99128261,1.0385585875304717,15.78087778,0.10416974388028193,68,1.499153854265782,64,96,0.070278178%,3.1322,0.06641,69.2990,1,299.8546
"Invisible Software - Invisible Software, Inc.",44,0,88,44,44,1,1,1,1,122096,2634343.296,24755.3289,1547.2081,12.8433,1547.2081,2774.9091,0,59871.4385455,0,562.62111136,0,35.16382045,0,0.29189318,0.021540199163767464,35.16382045,0,16,0,16,16,0.265118255%,1.0083,0.10822,16.0000,1,164.3284
"WHOI - Woods Hole Oceanographic Institution",44,0,49,43,41,3,2,2,1,12771,275547.096,6950.3779,6949.5237,156.6541,139.8637,290.2500,104.04545933236537,6262.4340000,2244.884830555115,157.96313409,57.19977919196741,157.94372045,57.2009956342343,3.64311860,1.4541073327467684,3.17872045,1.055403062041878,23,2.591670179663063,16,80,0.009718333%,1.6967,0.02160,55.5458,2,17.1884
"HHMI - Howard Hughes Medical Institute",43,0,43,43,41,1,1,1,1,489,10550.664,95.4444,5.9654,76.3989,0.3514,11.3721,1.4525718501758358,245.3642791,31.340690239393833,2.21963721,0.3062940662489574,0.13873023,0.01914337914056569,1.77671860,0.3743001891227075,0.00817209,0.0014873386067415929,335,29.797172821808353,80,640,0.001022166%,287.2407,2.26581,381.1861,1,0.6581
"Penn State Mont Alto - Pennsylvania State University, Mont Alto",43,0,55,43,39,2,2,2,1,67978,1466693.328,14653.3380,915.8335,171.0938,236.5142,1580.8837,382.75402605218216,34109.1471628,8258.300866101883,340.77530233,83.18229901700165,21.29845349,5.198893688562604,3.97892558,1.1680138306174281,5.50033023,1.311071978927274,82,10.76365945444548,16,256,0.021399582%,2.1279,0.08008,70.3138,1,91.4913
"FZ Julich - Julich Research Centre",42,0,42,42,42,1,1,1,1,313,6753.288,174.4978,174.4978,36.3937,1.1225,7.4524,3.6584869529166975,160.7925714,78.93551449613066,4.15470952,2.0365039321001683,4.15470952,2.0365039321001683,0.86651667,0.5881445635687823,0.02672619,0.004783950435876996,60,19.38789036038935,16,512,0.005733782%,106.1629,1.46484,457.7636,1,0.4213
"Marquette U - Marquette University",42,0,93,38,38,2,1,1,1,84335,1819611.960,36665.0933,1145.7840,16.2363,1145.7840,2007.9762,0,43324.0942857,0,872.97841190,0,27.28057143,0,0.42727105,0.1459973489313162,27.28057143,0,32,0,32,32,0.679940566%,1.0142,0.30864,32.0000,1,113.5061
"Clarkson U - Clarkson University",41,0,48,41,39,2,2,2,1,227875,4916631.000,49549.0579,3096.8162,71.5666,169.6897,5557.9268,1846.2267011060724,119917.8292683,39834.18730306462,1208.51360732,401.4404850211198,75.53210244,25.090030313820005,1.74552683,1.1785241800703836,4.13877317,1.2265251808450852,82,18.56679338274567,16,384,0.072360927%,1.3211,0.08008,363.1305,1,306.6958
"James Madison U - James Madison University",41,0,53,41,38,2,1,1,1,248965,5371668.840,50482.0620,3155.1289,25.4039,328.7127,6072.3171,907.7101388025895,131016.3131707,19584.753954804673,1231.26980488,184.03750869237115,76.95436341,11.502344293273202,0.61960732,0.14852563804742142,8.01738293,0.9540776933278635,115,10.469923746649922,32,256,0.540639805%,1.0811,0.77782,184.7373,1,335.0808
"Lamar U - Lamar University",41,0,68,39,31,1,1,1,1,265906,5737187.856,54964.5999,3435.2875,242.4341,597.0909,6485.5122,502.0532548961239,139931.4111220,10832.30102763877,1340.59999756,103.60623030365436,83.78750000,6.475389393978397,6.21625897,2.095983176162768,14.56319268,1.0757382844661587,89,2.144393687203981,16,96,0.070637376%,1.4300,0.07595,92.8847,2,357.8816
"Fayetteville State U - Fayetteville State University",40,0,47,40,29,1,1,1,1,7936,171227.136,4050.4578,4050.4578,618.4832,168.6013,198.4000,57.70696187533985,4280.6784000,1245.0854094223325,101.26144500,31.967806082071476,101.26144500,31.967806082071476,15.46208000,5.129334480210521,4.21503250,1.1127746929389482,24,2.8816661846924596,16,128,0.133093042%,9.4866,0.58594,26.3911,1,10.6810
"Rockefeller U - Rockefeller University",38,0,38,38,34,3,2,2,1,23588,508934.688,5130.6178,320.9039,128.7691,15.5707,620.7368,290.1138825756524,13393.0181053,6259.497130452276,135.01625789,63.079558285009114,8.44483947,3.9421312975630123,3.38866053,1.5308773947980177,0.40975526,0.1425626748676664,130,23.73663634445383,8,512,0.006945725%,10.9341,0.11528,451.8565,2,31.7470
"Memorial Sloan Kettering - Memorial Sloan Kettering Cancer Center",37,0,42,37,29,1,1,1,1,246911,5327351.736,53688.4577,3355.5285,209.0388,166.5602,6673.2703,2188.1705639839065,143982.4793514,47211.96808851677,1451.03939730,475.7916386066031,90.68995946,29.736977412912715,5.64969730,1.861946123958431,4.50162703,1.1222994567978228,286,44.89604028319113,16,768,0.078406063%,3.2619,0.27930,536.3562,1,332.3163
"CSU-Northridge - California State University-Northridge",36,0,40,36,1,1,1,1,1,22163,478188.888,4054.6712,253.4167,731.8629,229.5106,615.6389,123.18581650188763,13283.0246667,2657.8571768447277,112.62975556,16.090793921103284,7.03935278,1.0056746200689788,20.32952500,1.7101065338639458,6.37529444,0.8179544862683784,17,0.6108304637371612,16,32,0.005921399%,3.9662,0.01660,21.0787,1,29.8291
"FAU Erlangen - University of Erlangen-Nuremberg",35,0,35,35,35,2,1,1,1,3508,75688.608,762.7200,47.6699,0.3501,11.9460,100.2286,27.856193086279145,2162.5316571,601.0252220295588,21.79200000,6.057215029485835,1.36199714,0.3785759393428647,0.01000286,0.004926673202429548,0.34131429,0.10923422052450929,132,21.41068968186362,16,512,0.001113868%,1.0911,0.12891,192.3922,1,4.7214
"NETL - National Energy Technology Laboratory",35,0,38,35,35,1,1,1,1,4470,96444.720,972.2312,60.7646,0.0342,60.7646,127.7143,46.11631446322499,2755.5634286,995.0056008585424,27.77803429,10.026852022124984,1.73613143,0.6266782513828143,0.00097714,0.00033017617257927537,1.73613143,0.6266782513828143,16,0,16,16,0.001419836%,1.0006,0.01563,16.0000,1,6.0162
"Elon U - Elon University",34,0,55,34,28,1,1,1,1,31398,677443.248,13653.5922,1061.3204,59.4189,146.1830,923.4706,178.84503895547758,19924.8014118,3858.760560503384,401.57624118,77.73857220057083,31.21530588,3.3842884260989634,1.74761471,0.6299227541558631,4.29950000,0.35609807413616573,138,19.26531735227075,4,256,0.253200807%,1.4483,1.33102,209.7657,1,42.2584
"Tech-X Corp - Tech-X Corporation",34,0,34,34,30,1,1,1,1,8415,181562.040,1829.6047,114.3503,65.1463,3.7542,247.5000,141.29781852142477,5340.0600000,3048.641732418261,53.81190294,30.723850845853626,3.36324412,1.9202406778658545,1.91606765,0.9064218369770952,0.11041765,0.05761811782094379,423,162.68898575471385,16,4096,0.002671936%,10.6740,0.41309,1486.2736,1,11.3257
"CSU-San Bernardino - California State University-San Bernardino",33,0,37,33,23,2,1,1,1,12083,260702.808,2627.2666,164.2041,227.8439,79.2966,366.1515,84.26853942623637,7900.0850909,1818.178006660476,79.61413939,18.32342992673589,4.97588182,1.1452143704210225,6.90436061,1.6702421083268717,2.40292727,0.477091367969387,30,2.1083434922767754,16,48,0.003836833%,3.6002,0.02930,37.5443,1,16.2624
"CUNY City College - CUNY The City College of New York",33,0,34,31,31,2,2,2,1,4041,87188.616,828.5245,51.7828,4.3725,51.7828,122.4545,68.7226659836257,2642.0792727,1482.7602412627082,25.10680303,13.923696995143878,1.56917576,0.870231062196496,0.14104839,0.07481504142682532,1.56917576,0.870231062196496,16,0,16,16,0.001064773%,1.0859,0.01365,16.0000,2,5.4388
"U Jena - University of Jena",33,0,71,33,1,1,1,1,1,143118,3087913.968,30942.8046,1933.9254,2203.1353,844.5598,4336.9091,353.57073331247983,93573.1505455,7628.642141950065,937.66074545,75.99838154060231,58.60380000,4.749898846287712,66.76167576,8.673833234123471,25.59272121,0,55,5.443719488401734,16,80,0.045188549%,6.0583,0.05371,61.1374,1,192.6218
"New Mexico Tech - New Mexico Institute of Mining and Technology",32,0,37,31,13,2,1,1,1,40487,873547.512,8802.7909,550.1744,546.1146,134.7247,1265.2188,310.87220259696386,27298.3597500,6707.378643232092,275.08721563,67.59819108178068,17.19295000,4.224886942611293,17.61660000,2.777604992370658,4.21014688,0.9342100056788044,66,2.9461309373481686,32,96,0.012855504%,5.5133,0.06445,69.3544,1,54.4913
"Texas Southern U - Texas Southern University",32,0,32,32,32,1,1,1,1,199,4293.624,43.5957,2.7249,0.0289,2.5823,6.2188,2.1311480700973564,134.1757500,45.981650760420564,1.36236563,0.4624891967529977,0.08515313,0.028905574797062357,0.00090313,0.0005257293031155112,0.08069688,0.02924165706833065,31,3.5608548833110283,16,64,0.000063667%,1.0106,0.03027,19.0553,1,0.2678
"U Maryland School of Medicine - University of Maryland School of Medicine",30,0,76,30,7,1,1,1,1,867575,18718798.200,187876.5333,11742.2833,829.6766,1182.7073,28919.1667,0,623959.9400000,0,6262.55111000,0,391.40944333,0,27.65588667,2.872674129217392,39.42357667,0,152,9.768399543239482,64,256,0.274372928%,1.6951,0.14844,177.9019,1,1167.6649
"Duquesne U - Duquesne University",29,0,45,28,7,3,1,1,1,765187,16509674.712,164460.8001,10278.8001,676.2034,275.1706,26385.7586,2095.37379107992,569299.1280000,45209.78491634035,5671.06207241,454.57565058937433,354.44138276,28.41097816183592,24.15012143,3.545259262650355,9.48864138,0.5333074784384204,519,28.83271748572523,320,640,0.240176836%,3.4019,0.50684,617.5967,1,1029.8614
"Fermilab - Fermi National Accelerator Laboratory",29,0,48,29,29,1,1,1,1,21713,468479.688,4402.4043,275.1504,34.7252,275.1504,748.7241,42.767840613568765,16154.4720000,922.7589290783598,151.80704483,8.632876864516458,9.48794483,0.5395548040323627,1.19742069,0.3541366636074504,9.48794483,0.5395548040323627,16,0,16,16,0.047147737%,1.1262,0.10822,16.0000,1,29.2234
"SUNY Albany - SUNY at Albany",29,0,40,28,15,3,2,3,1,1092241,23566191.816,234602.2977,14680.4562,313.8177,253.7237,37663.4828,5001.675635799305,812627.3040000,107916.15351800581,8089.73440345,1078.276867551755,506.22262759,67.23629612788135,11.20777500,2.352414764215559,8.74909310,1.0918215085534544,879,40.475015819914326,1,1312,0.338933087%,2.3896,0.85010,1010.4699,2,1470.0417
"Nanjing U - Nanjing University",28,0,29,28,28,1,1,1,1,3936,84923.136,855.8266,53.4889,0.1585,53.4889,140.5714,3.008381318224374,3032.9691429,64.9088353220091,30.56523571,0.6553444855477736,1.91031786,0.04095903034699601,0.00566071,0.0030995980144270375,1.91031786,0.04095903034699601,16,0,16,16,0.001249840%,1.0030,0.01563,16.0000,1,5.2974
"Trinity College Dublin - Trinity College Dublin",28,0,46,28,0,1,1,1,1,76837,1657835.112,16707.5199,1044.2200,1031.6553,115.9352,2744.1786,0,59208.3968571,0,596.69713929,0,37.29357143,0,36.84483214,0.3187109101602602,4.14054286,0,144,4.27617987059879,112,176,0.024399488%,9.8464,0.14063,147.6499,1,103.4145
"U Wuppertal - University of Wuppertal",28,0,45,28,0,1,1,1,1,92450,1994701.200,20101.8888,1256.3681,1012.1475,139.2669,3301.7857,175.9727634035646,71239.3285714,3796.78834319531,717.92460000,38.27082149171754,44.87028929,2.3919263432324716,36.14812500,0.6646656892890492,4.97381786,0.09366562259114644,144,4.27617987059879,112,176,0.029356589%,8.1853,0.14063,147.8729,1,124.4280
"Eastern Michigan U - Eastern Michigan University",27,0,33,27,17,2,1,1,1,4860,104859.360,2452.2891,2452.2891,245.4270,153.2679,180.0000,21.343766099881467,3883.6800000,460.51309737104253,90.82552222,12.276732719812365,90.82552222,12.276732719812365,9.08988889,1.5331396466220635,5.67658889,0.7672957949883252,16,0,16,16,0.080579192%,2.6013,0.39063,16.0000,1,6.5410
"Slovak Acad of Sci - Slovak Academy of Sciences",27,0,28,27,26,2,1,1,1,716538,15460023.888,155802.8978,9737.6811,19.3957,43.3918,26538.4444,16080.43608601086,572593.4773333,346951.48899177037,5770.47769630,3496.5073391597257,360.65485556,218.53170869748288,0.71835926,0.5270092895621156,1.60710370,0.8434902963639128,507,244.3050889301445,32,4096,0.227532926%,1.5039,0.49512,4087.4964,1,964.3849
"Courant Institute - Courant Inst",26,0,26,26,26,2,1,1,1,263,5674.488,57.2711,3.5795,0.1453,0.5144,10.1154,4.374911203892826,218.2495385,94.39308413519161,2.20273462,0.9510385748091241,0.13767308,0.059439910925579535,0.00558846,0.002685699686540852,0.01978462,0.007288632045869379,88,7.241211143849344,16,128,0.000083638%,1.3247,0.08594,120.5171,1,0.3540
"Edinboro U - Edinboro University of Pennsylvania",26,0,26,25,20,2,1,1,1,731,15772.056,312.0044,312.0044,128.3938,19.5003,28.1154,14.097172715760507,606.6175385,304.1605985152487,12.00016923,7.023396257855484,12.00016923,7.023396257855484,5.13575200,1.2359266719548463,0.75001154,0.4389622661159758,16,0,16,16,0.010252079%,8.0903,0.39063,16.0000,1,0.9838
"CITA - Canadian Institute for Theoretical Astrophysics",25,0,27,25,22,1,1,1,1,6441923,138990930.648,1400722.8310,87545.1769,32.4572,52.7756,257676.9200,137522.8725289911,5559637.2259200,2967193.497685512,56028.91324000,29902.7764797047,3501.80707600,1868.9235299815437,1.29828800,0.4577971251790713,2.11102400,1.0754871011870635,6941,2334.4585818557584,16,27648,2.045601001%,1.4416,6.77832,27639.2198,1,8670.1521
"Kansas State U - Kansas State University",25,0,47,24,5,2,2,2,1,211159,4555966.584,45861.8666,2866.3666,563.1512,555.8559,8446.3600,0,182238.6633600,0,1834.47466400,0,114.65466400,0,23.46463333,2.812117050959265,22.23423600,0,157,35.04582965204277,16,528,0.058939061%,2.9278,0.13398,181.3090,2,284.1978
"Cold Spring Harbor Lab - Cold Spring Harbor Laboratory",24,0,26,24,4,1,1,1,1,302575,6528358.200,65791.8402,4111.9900,673.7453,39.4495,12607.2917,6646.18240974863,272014.9250000,143398.03167273643,2741.32667500,1445.1352584729527,171.33291667,90.32095365455955,28.07272083,2.62330239363224,1.64372917,0.7122240103400831,800,182.62889917764116,16,2112,0.096081717%,8.4293,0.78125,1926.9167,1,407.2342
"Eastern Illinois U - Eastern Illinois University",24,0,38,24,16,1,1,1,1,9816,211790.016,5393.3734,5393.3734,231.3427,337.0859,409.0000,54.66421351184137,8824.5840000,1179.4350707314893,224.72389167,30.82049065684555,224.72389167,30.82049065684555,9.63927917,1.4048558833079323,14.04524583,1.9262806660528469,16,0,16,16,0.177219590%,1.7323,0.39063,16.0000,1,13.2113
"U Liverpool - University of Liverpool",24,0,29,25,22,2,2,2,1,223796,4828622.496,48632.5289,3039.5331,126.0448,98.9885,9324.8333,3684.0734016226183,201192.6040000,79487.56771340962,2026.35537083,801.1802574235202,126.64721250,50.07376608897003,5.04179200,2.465828195785518,4.12452083,1.238367434526402,123,48.68644955608476,16,656,0.062499759%,2.5547,0.10496,650.2548,2,301.2059
"Auburn U - Auburn University",23,0,24,23,22,1,1,1,1,1775,38297.400,385.9423,24.1213,5.9168,24.1213,77.1739,28.288490995082864,1665.1043478,610.3524817099079,16.78010000,6.151149154135243,1.04875217,0.3844468221334651,0.25725217,0.1763029565112529,1.04875217,0.3844468221334651,16,0,16,16,0.000563626%,1.2453,0.01563,16.0000,1,2.3890
"NICS - National Institute for Computational Sciences",23,0,23,23,23,1,2,2,1,11366,245232.816,2504.9258,157.8966,10.4194,32.1925,494.1739,120.53840639201616,10662.2963478,2600.736656314141,108.90981739,26.060784379671446,6.86506957,1.6164808115561184,0.45301739,0.2782103564677343,1.39967391,0.2665089803378781,300,118.35445327011078,1,1536,0.003391117%,3.3811,0.26603,823.4954,2,15.2974
"IUPU Fort Wayne - Indiana University-Purdue University Fort Wayne",22,0,37,24,14,1,1,1,1,27705,597763.080,6024.2846,376.5177,224.4798,376.5177,1259.3182,0,27171.0490909,0,273.83111818,0,17.11444091,0,9.35332500,2.193868598474515,17.11444091,0,16,0,16,16,0.008797802%,1.4637,0.01563,16.0000,1,37.2880
"Kent State U - Kent State University",22,0,26,22,20,1,2,2,1,5285,114029.160,2298.5969,72.2882,2.0295,72.2882,240.2273,68.71327061864821,5183.1436364,1482.5575268679538,104.48167727,29.87105904229177,3.28582727,0.93049597207925,0.09225000,0.05549544472163035,3.28582727,0.93049597207925,30,1.5987410527183206,4,32,0.042626628%,1.0281,0.28935,31.9349,1,7.1131
"U Missouri, Columbia - University of Missouri, Columbia",22,0,31,18,4,2,3,3,1,202351,4365925.176,43999.0089,2749.9378,511.7123,319.0007,9197.7727,1585.1268653654233,198451.1443636,34200.69724712437,1999.95495000,344.6666802554936,124.99717273,21.541667515968395,28.42846111,4.787044637524862,14.50003182,1.4159005298510803,173,19.567064740257173,16,256,0.064255693%,3.4886,0.16895,213.2972,1,272.3432
"NC Central U - North Carolina Central University",21,0,30,21,21,2,1,1,1,13049,281545.224,2820.7109,176.2943,28.7715,170.9663,621.3810,21.031655258855842,13406.9154286,453.7789938650737,134.31956667,4.778706152062472,8.39496667,0.2986691345041831,1.37007143,0.5118430376985904,8.14125238,0.4753050957114252,29,5.662654117861944,16,128,0.004119337%,1.4029,0.02832,17.4775,1,17.5626
"NWRA - NorthWest Research Associates",21,0,27,20,18,1,1,1,1,54480,1175460.480,11043.4935,690.2185,77.0342,115.0364,2594.2857,455.0219793325765,55974.3085714,9817.55422607967,525.88064286,92.27548527396479,32.86754762,5.767217829622861,3.85171000,1.2358828433545272,5.47792381,0.9612029716038601,96,0,96,96,0.118270767%,1.6700,0.64931,96.0000,1,73.3244
"U Amsterdam - University of Amsterdam",21,0,24,22,20,1,1,1,1,17876,385692.576,3886.8623,242.9287,55.5123,60.7540,851.2381,279.0946824824906,18366.3131429,6021.746869242217,185.08868095,60.68649858386886,11.56803333,3.7929061614918194,2.52328636,1.1982319080738708,2.89304762,0.9480770439955826,58,3.6652970325781604,16,64,0.005676333%,1.7223,0.05664,63.9946,1,24.0592
"Chinese U Hong Kong - The Chinese University of Hong Kong",20,0,38,21,11,1,1,1,1,105337,2272751.112,22904.3467,1431.5218,404.9170,313.1074,5266.8500,578.626543502087,113637.5556000,12484.446302601029,1145.21733500,125.81552888036879,71.57609000,7.863470555023049,19.28176190,4.562782041510932,15.65537000,1.6001954187512586,77,2.4265201420964986,32,80,0.033449269%,2.2483,0.07520,77.0041,1,141.7725
"Hoover Inst - Hoover Institution",19,0,19,18,16,2,2,2,1,10,215.760,6.2845,6.2845,70.7077,0.3365,0.5263,0.3771783530547868,11.3557895,8.13800014551008,0.33076316,0.20702886037447424,0.33076316,0.20702886037447424,3.92820556,1.209872841714938,0.01771053,0.01287540452767008,24,4.188307024586568,16,96,0.000206501%,378.7603,0.58594,24.0000,1,0.0135
"BYU - Brigham Young University",18,0,26,18,7,1,1,1,1,398651,8601293.976,86681.8267,5417.6141,322.5216,227.3382,22147.2778,2468.42517579711,477849.6653333,53258.74159299845,4815.65703889,536.738760232134,300.97856111,33.5461725145084,17.91786667,3.6101548063040587,12.62990000,1.3537122708488938,241,42.28481390513907,16,384,0.126589235%,2.4174,0.23535,383.8865,1,536.5424
"Individual/Unaffiliated - Individual/Unaffiliated",18,0,18,18,18,1,1,1,1,1216,26236.416,264.3511,16.5220,0.1964,8.4961,67.5556,23.66400448634204,1457.5786667,510.5745607973159,14.68617222,5.146011139951899,0.91788889,0.3216256962470322,0.01091111,0.005574205901437041,0.47200556,0.11492414928034783,31,4.51305072948351,16,64,0.000386056%,1.0313,0.03027,46.0395,1,1.6366
"ICN2 - Catalan Institute of Nanoscience and Nanotechnology",17,0,51,35,6,1,1,1,1,50206,1083244.656,8318.3155,519.8948,1205.2045,438.6923,2953.2941,0,63720.2738824,0,489.31267647,0,30.58204706,0,34.43441429,3.541354650357513,25.80542941,0,20,1.6460698961461424,16,32,0.012147981%,1.7251,0.01953,23.6169,1,67.5720
"NSF - National Science Foundation",17,0,17,17,13,1,1,1,1,2924,63088.224,1404.2223,1404.2223,197.2323,14.1377,172.0000,126.02339270063537,3711.0720000,2719.080720908909,82.60131176,62.43677699291553,82.60131176,62.43677699291553,11.60190000,5.148769620350175,0.83162941,0.5328083969301463,30,7.072650817018785,16,128,0.046141011%,10.0509,0.73242,109.9535,1,3.9354
"Rowan U - Rowan University",17,0,31,16,9,1,1,1,1,31266,674595.216,6355.8089,397.2379,785.2437,397.2379,1839.1765,0,39682.0715294,0,373.87111176,0,23.36693529,0,49.07773125,16.62430641337128,23.36693529,0,16,0,16,16,0.068067808%,3.3091,0.10822,16.0000,1,42.0808
"U Michigan, Dearborn - University of Michigan, Dearborn",17,0,17,17,17,2,2,2,1,3568,76983.168,775.9066,48.4942,2.2781,3.0359,209.8824,104.38206667837598,4528.4216471,2252.14747065264,45.64156471,22.69613317724382,2.85260000,1.4185083235777531,0.13400588,0.08084739146298218,0.17858235,0.08862284738690478,242,13.696129413999792,16,256,0.001133126%,1.4154,0.23633,256.0000,1,4.8022
"Va Inst of Marine Sci - Virginia Institute of Marine Science",17,0,20,17,13,1,1,1,1,117110,2526765.360,25464.1735,1591.5111,121.2204,99.4868,6888.8235,1830.7506379664221,148633.2564706,39500.27576476352,1497.89255882,398.07662756798203,93.61830000,24.879789222998923,7.13061176,2.984538773880191,5.85216471,1.5547648759325372,251,3.7508395170762308,208,256,0.037187613%,2.2184,0.24512,255.9639,1,157.6178
"Boise State U - Boise State University",16,0,16,16,16,2,2,2,1,1441,31091.016,311.7089,18.9702,0.1758,3.4740,90.0625,32.19604222207483,1943.1885000,694.6618069834866,19.48180625,6.994317379589895,1.18563750,0.43754192404121933,0.01098750,0.00417056882888093,0.21712500,0.058367998106877345,50,11.526464115243668,16,128,0.000448788%,1.0593,0.04760,113.7932,2,1.9394
"IST - Instituto Superior Tecnico",16,0,18,17,17,2,2,2,1,30367,655198.392,6602.8000,412.6748,13.7794,46.3522,1897.9375,1179.8089696993702,40949.8995000,25455.558330233613,412.67500000,256.53701227614954,25.79217500,16.033563267259346,0.81055294,0.7445645363836434,2.89701250,0.9646912513187069,33,14.454670525473764,16,256,0.009642660%,1.0342,0.03223,239.8693,1,40.8708
